"DATE","LOCATION","d.15","d.46","d.76","d.107","d.137","d.168","d.198","d.229","d.259","d.290","d.320"
1980-05-07,"S2E",2.92,7.16,3.66,3.81,3.35,3.35,2.9,2.9,NA,NA,NA
1980-05-08,"S2S",3.07,6.55,5.79,5.64,5.18,4.57,5.03,5.49,3.51,2.9,2.44
1980-05-07,"S3W",1.09,1.98,1.68,3.05,5.03,4.42,4.27,4.42,2.44,6.25,6.71
1980-05-07,"S4S",1.14,1.68,2.13,3.35,4.11,5.49,4.57,4.72,3.51,3.05,NA
1980-05-07,"S4W",3.53,5.94,5.94,4.88,5.18,4.57,4.42,4.42,NA,NA,NA
1980-05-07,"S5",1.52,2.29,2.9,3.81,3.51,2.9,2.9,4.42,NA,NA,NA
1980-05-28,"S1N",1.35,3.07,2.9,3.51,3.2,2.9,2.9,3.66,3.66,3.81,3.66
1980-05-28,"S1S",1.68,2.74,2.9,3.2,2.74,3.81,3.2,1.98,7.62,11.73,NA
1980-05-28,"S2E",1.4,4.27,3.05,3.66,3.51,3.05,2.74,2.74,NA,NA,NA
1980-05-27,"S2S",2.62,4.57,4.72,5.49,4.88,4.27,5.03,5.18,3.05,2.29,2.13
1980-05-27,"S3W",0.99,1.07,1.37,2.13,4.57,4.27,4.42,4.11,2.59,5.79,6.25
1980-05-27,"S4S",1.17,0.15,1.22,2.59,3.05,4.27,3.35,3.05,3.35,3.05,NA
1980-05-27,"S4W",3.38,3.2,5.64,4.42,4.57,4.42,4.27,4.27,NA,NA,NA
1980-05-27,"S5",0.66,0.76,1.98,3.35,3.35,2.59,2.74,4.57,NA,NA,NA
1980-07-30,"S1N",0.64,2.16,2.13,2.13,1.22,1.98,2.13,2.9,3.05,2.74,2.74
1980-07-30,"S1S",0.36,0.76,1.52,1.52,0.91,1.22,1.52,NA,0.76,7.62,10.97
1980-07-30,"S2E",0.58,0.46,1.52,2.44,2.13,2.13,2.13,2.13,NA,NA,NA
1980-07-30,"S2S",0.46,0.15,3.2,4.11,3.35,2.9,3.2,3.05,1.07,0.61,0.46
1980-07-31,"S3W",0.64,0.91,0.76,0.91,2.29,1.52,2.13,3.05,2.13,4.11,2.9
1980-07-31,"S4S",0.23,NA,0.15,0.61,0.76,1.07,1.52,1.98,2.13,2.44,NA
1980-07-31,"S4W",0.89,NA,4.42,3.05,3.35,3.51,3.51,3.51,NA,NA,NA
1980-07-31,"S5",0.51,0.46,0.46,1.37,1.68,1.37,2.13,1.68,NA,NA,NA
1980-09-10,"S1N",2.39,6.27,3.51,2.9,1.37,1.98,1.83,2.59,2.74,2.74,2.29
1980-09-10,"S1S",2.46,5.33,3.2,2.74,0.91,0.91,1.22,NA,0.46,5.79,10.97
1980-09-10,"S2E",2.87,6.55,3.35,3.35,2.59,2.29,2.13,2.13,NA,NA,NA
1980-09-10,"S2S",2.51,5.49,5.49,5.33,4.11,3.35,3.81,3.81,2.13,0.76,0.3
1980-09-10,"S3W",1.57,2.44,1.68,2.44,4.27,1.37,1.07,2.29,1.83,3.05,3.53
1980-09-11,"S4S",1.24,2.13,1.98,3.05,3.35,3.96,1.83,1.83,2.13,2.29,NA
1980-09-11,"S4W",4.65,5.49,5.94,4.72,4.88,4.27,4.42,4.42,NA,NA,NA
1980-09-11,"S5",1.47,2.74,3.05,3.66,3.2,2.29,2.13,3.96,NA,NA,NA
1980-11-20,"S1N",2.9,6.88,4.57,4.72,2.74,1.83,1.68,2.74,2.74,2.74,2.29
1980-11-19,"S1S",2.69,6.25,4.27,3.81,2.13,1.68,1.22,NA,0.91,8.08,11.89
1980-11-20,"S2E",3.12,7.16,3.81,3.96,3.35,2.59,2.13,2.13,NA,NA,NA
1980-11-20,"S2S",3.81,5.64,6.4,5.79,5.03,4.27,4.72,5.33,3.81,2.9,1.68
1980-11-19,"S3W",1.42,2.13,1.68,2.29,4.27,2.59,2.29,2.29,1.37,3.35,5.49
1980-11-19,"S4S",1.88,2.9,2.44,3.35,3.51,4.42,3.81,2.29,2.44,2.29,NA
1980-11-19,"S4W",4.44,5.79,6.25,5.18,5.03,4.27,4.27,4.27,NA,NA,NA
1980-11-19,"S5",1.85,2.74,3.2,3.51,3.35,2.44,2.44,4.72,NA,NA,NA
1981-03-12,"S1N",8.89,7.19,3.81,4.27,3.05,1.83,1.68,2.59,2.59,2.74,2.13
1981-03-12,"S1S",8.69,10.21,2.74,2.9,2.13,2.13,1.52,NA,1.07,6.4,11.28
1981-03-12,"S2E",9.12,8.23,3.2,3.51,3.05,2.59,2.29,2.29,NA,NA,NA
1981-03-12,"S2S",9.8,7.16,4.57,5.18,4.57,4.27,4.72,5.03,2.9,1.98,1.68
1981-03-12,"S3W",5.99,3.05,0.3,0.91,2.74,2.44,2.44,2.29,1.52,3.05,4.57
1981-03-13,"S4S",4.57,6.71,1.83,2.29,2.13,3.66,3.2,2.44,2.44,2.59,NA
1981-03-13,"S4W",10.44,5.49,4.72,4.57,4.27,3.81,3.81,3.81,NA,NA,NA
1981-03-13,"S5",7.85,4.88,2.29,3.35,3.05,2.59,2.59,4.27,NA,NA,NA
1981-05-13,"S1N",3.78,7.49,4.57,4.57,3.51,3.81,3.35,3.51,2.9,3.2,2.59
1981-05-13,"S1S",4.27,7.77,4.27,4.27,4.42,5.33,4.11,3.66,10.21,10.82,12.04
1981-05-13,"S2E",4.93,8.69,3.96,4.27,3.96,3.66,2.74,2.74,NA,NA,NA
1981-05-13,"S2S",4.37,7.01,6.71,5.64,5.33,4.88,5.18,5.64,4.42,3.2,2.74
1981-05-13,"S3W",2.49,2.29,1.98,3.35,5.18,4.72,4.42,4.11,2.29,6.4,7.16
1981-05-14,"S4S",2.21,2.9,2.59,4.11,5.18,5.94,4.88,4.72,3.96,2.74,NA
1981-05-14,"S4W",6.12,7.32,6.25,5.33,5.33,4.72,4.57,4.57,NA,NA,NA
1981-05-14,"S5",2.54,3.05,3.81,3.66,3.66,3.05,3.2,4.72,NA,NA,NA
1981-09-24,"S1N",2.95,5.66,4.42,3.66,2.44,2.29,2.13,2.9,2.9,3.05,2.74
1981-09-24,"S1S",0.46,3.35,2.74,2.9,1.98,2.29,2.13,0.76,2.44,10.82,12.04
1981-09-24,"S2E",0.81,4.88,3.66,3.66,3.35,2.9,2.44,2.44,NA,NA,NA
1981-09-24,"S2S",1.24,3.81,5.03,5.64,4.72,4.11,4.57,4.11,2.29,1.52,1.52
1981-09-24,"S3W",0.71,1.83,1.37,2.13,4.42,3.35,3.05,3.05,1.83,4.27,5.49
1981-09-25,"S4S",0.61,1.52,1.83,2.74,2.44,2.44,1.98,2.29,2.59,2.74,NA
1981-09-25,"S4W",4.8,4.57,6.1,4.72,4.72,4.27,3.96,3.96,NA,NA,NA
1981-09-25,"S5",1.27,1.98,2.29,3.51,3.05,2.44,2.59,4.27,NA,NA,NA
1981-11-18,"S1N",4.55,7.04,4.88,4.72,3.66,3.51,3.2,3.51,3.51,3.35,3.05
1981-11-18,"S1S",2.01,6.4,3.96,3.81,3.05,3.96,3.2,1.52,7.16,10.97,11.58
1981-11-18,"S2E",3.38,7.16,3.51,3.66,3.66,3.2,2.59,2.59,NA,NA,NA
1981-11-18,"S2S",3.02,5.79,6.1,5.18,4.88,4.42,4.88,5.18,3.35,2.59,2.29
1981-11-18,"S3W",1.35,2.13,1.37,2.29,4.42,4.11,3.51,3.2,1.98,4.72,6.25
1981-11-19,"S4S",1.78,2.44,2.13,3.05,3.51,4.88,4.11,4.27,3.51,2.59,NA
1981-11-19,"S4W",4.09,5.33,6.1,4.88,4.57,4.11,4.11,4.11,NA,NA,NA
1981-11-19,"S5",1.85,2.44,2.74,3.51,3.2,2.44,2.59,4.42,NA,NA,NA
1982-05-12,"S1N",2.95,7.34,4.72,4.72,3.81,4.42,4.11,4.57,4.57,4.88,5.79
1982-05-12,"S1S",3.12,7.32,4.27,4.72,4.57,5.33,4.27,5.49,10.36,10.97,11.89
1982-05-12,"S2E",3.48,8.69,3.66,3.81,3.81,3.66,2.74,2.74,NA,NA,NA
1982-05-12,"S2S",4.52,6.71,6.4,5.49,5.03,4.57,5.03,5.64,4.72,4.11,3.35
1982-05-12,"S3W",1.57,2.74,2.29,3.81,5.18,4.57,5.03,5.49,3.51,6.86,7.47
1982-05-13,"S4S",2.51,4.27,2.9,4.27,5.79,5.64,4.72,4.57,3.81,2.9,NA
1982-05-13,"S4W",6.32,9.6,6.55,5.18,5.18,4.72,4.72,4.72,NA,NA,NA
1982-05-13,"S5",2.54,3.51,3.81,3.81,3.51,2.9,3.2,4.72,NA,NA,NA
1982-09-23,"S1N",1.78,5.21,2.9,2.74,1.52,3.05,2.13,3.05,3.35,3.51,3.51
1982-09-23,"S1S",1.55,3.2,2.13,1.52,1.07,1.52,1.83,NA,1.07,9.14,11.89
1982-09-23,"S2E",1.52,2.29,1.98,2.9,2.59,2.74,2.74,2.74,NA,NA,NA
1982-09-23,"S2S",2.41,1.98,3.2,3.96,3.51,3.2,3.51,3.2,1.07,0.76,0.76
1982-09-23,"S3W",1.17,2.13,1.68,1.68,3.35,2.9,3.05,3.35,2.13,3.96,3.2
1982-09-23,"S4S",1.35,1.52,0.3,0.91,0.91,1.37,1.68,2.29,2.13,2.44,NA
1982-09-23,"S4W",3.4,3.51,5.03,3.35,3.81,3.81,3.96,3.96,NA,NA,NA
1982-09-28,"S5",1.63,2.9,1.22,2.44,2.13,2.13,2.44,2.9,NA,NA,NA
1982-11-17,"S1N",3.25,6.88,4.27,4.11,3.35,2.9,2.13,3.05,3.2,3.35,3.2
1982-11-17,"S1S",2.69,6.25,3.81,3.81,2.59,2.59,1.98,0.3,1.52,9.3,11.43
1982-11-17,"S2E",3.1,7.32,3.51,3.66,3.05,2.9,2.74,2.74,NA,NA,NA
1982-11-17,"S2S",3.05,5.49,6.1,5.49,4.88,4.27,4.88,5.33,3.51,3.05,1.98
1982-11-17,"S3W",1.73,2.13,1.68,2.44,4.72,4.11,3.66,3.66,2.13,5.03,5.94
1982-11-17,"S4S",1.63,3.05,2.29,3.35,3.05,4.11,2.29,2.29,2.29,2.44,NA
1982-11-18,"S4W",4.37,5.79,5.94,4.57,4.72,4.27,3.81,3.81,NA,NA,NA
1982-11-18,"S5",1.78,3.2,3.35,3.51,3.35,2.44,2.59,4.57,NA,NA,NA
1983-05-11,"S1N",3.53,7.65,4.88,4.72,3.66,3.66,2.9,3.2,3.35,3.51,3.35
1983-05-11,"S1S",2.95,8.08,4.42,4.42,4.27,4.88,4.11,1.83,3.2,10.97,11.89
1983-05-11,"S2E",2.64,8.38,3.81,4.27,4.11,3.81,3.2,3.2,NA,NA,NA
1983-05-11,"S2S",3.91,7.32,6.71,5.79,5.18,4.88,5.18,5.94,4.42,3.51,3.05
1983-05-11,"S3W",2.01,2.9,2.59,3.66,5.18,4.11,3.81,3.96,2.13,5.33,6.55
1983-05-11,"S4S",1.5,2.59,2.59,4.11,4.11,5.03,4.57,4.11,3.2,2.74,NA
1983-05-11,"S4W",5,7.01,6.4,5.18,5.49,4.72,4.88,4.88,NA,NA,NA
1983-05-11,"S5",1.93,2.9,3.51,3.96,3.66,3.2,3.51,5.33,NA,NA,NA
1983-09-26,"S1N",2.77,6.27,4.11,2.74,1.68,2.44,2.44,3.2,3.51,3.66,3.51
1983-09-26,"S1S",2.31,5.33,2.29,1.68,1.07,1.52,1.83,NA,0.61,5.33,11.73
1983-09-26,"S2E",2.72,6.4,2.29,2.59,2.44,2.44,2.44,2.44,NA,NA,NA
1983-09-26,"S2S",1.8,2.29,3.66,3.96,3.51,3.35,3.66,3.35,1.37,1.37,1.52
1983-09-26,"S3W",1.5,2.13,1.83,2.13,3.66,2.74,2.44,2.9,1.83,3.81,2.74
1983-09-26,"S4S",0.86,1.37,0.3,0.76,0.61,1.07,1.52,1.98,1.83,1.98,NA
1983-09-26,"S4W",2.49,2.74,4.72,3.51,3.66,3.66,3.81,3.81,NA,NA,NA
1983-09-26,"S5",1.88,2.74,2.44,3.05,2.29,1.83,2.44,2.74,NA,NA,NA
1983-12-12,"S1N",3.15,6.88,4.42,4.27,3.35,3.2,2.59,3.2,3.05,3.2,3.2
1983-12-12,"S1S",2.79,6.25,3.81,3.35,2.74,2.74,1.98,NA,0.91,7.32,9.75
1983-12-12,"S2E",3.15,7.01,3.81,3.81,3.2,2.9,2.74,2.74,NA,NA,NA
1983-12-12,"S2S",3.28,5.49,6.1,5.18,4.72,3.96,4.42,5.03,3.05,2.74,1.52
1983-12-12,"S3W",3.07,2.13,1.07,1.98,4.11,3.05,2.74,3.2,1.83,3.81,5.49
1983-12-08,"S4S",2.44,2.74,1.98,3.05,2.59,1.68,1.37,1.83,1.68,1.68,NA
1983-12-08,"S4W",4.37,4.88,5.49,4.27,3.96,3.51,3.81,3.81,NA,NA,NA
1983-12-08,"S5",2.82,2.9,2.9,3.05,2.9,2.13,2.13,4.11,NA,NA,NA
1984-05-17,"S1N",2.97,7.8,4.88,4.88,3.81,4.57,3.96,5.03,4.88,5.33,5.79
1984-05-17,"S1S",2.92,7.92,4.42,5.18,6.55,6.71,4.88,5.79,10.67,10.97,12.04
1984-05-17,"S2E",4.37,8.84,3.96,4.27,4.27,4.11,3.35,3.35,NA,NA,NA
1984-05-17,"S2S",4.72,7.77,7.16,5.79,5.33,4.88,5.64,5.79,5.03,4.57,3.66
1984-05-17,"S3W",2.34,3.51,2.74,3.96,5.33,4.88,4.88,5.64,3.35,7.01,7.62
1984-05-17,"S4S",4.52,4.57,2.9,4.27,5.79,6.25,4.88,5.03,3.66,3.05,NA
1984-05-17,"S4W",5.89,9.3,6.55,5.03,5.64,4.57,4.72,4.72,NA,NA,NA
1984-05-18,"S5",2.06,3.66,3.96,3.96,3.51,2.9,3.51,5.03,NA,NA,NA
1984-09-19,"S1N",1.04,3.68,2.74,2.44,1.37,2.44,2.13,3.35,3.66,3.66,3.81
1984-09-19,"S1S",1.68,2.9,2.44,2.29,2.13,3.05,2.59,0.91,1.68,5.33,11.58
1984-09-19,"S2E",1.27,0.91,1.52,2.29,1.98,1.98,2.29,2.29,NA,NA,NA
1984-09-19,"S2S",1.09,0.3,2.9,4.11,3.2,2.74,3.05,3.05,0.91,0.61,0.46
1984-09-20,"S3W",0.53,1.37,0.46,0.76,1.68,1.37,2.13,3.2,2.29,3.96,4.88
1984-09-20,"S4S",0.36,0.15,0.15,0.46,0.3,0.91,1.22,1.83,1.37,1.52,NA
1984-09-20,"S4W",1.65,NA,3.96,2.74,2.59,2.44,3.05,3.05,NA,NA,NA
1984-09-19,"S5",0.76,0.91,0.46,1.83,1.83,1.52,2.13,1.98,NA,NA,NA
1984-11-14,"S1N",2.57,7.34,4.72,4.57,2.84,2.44,2.44,3.35,3.66,3.66,3.51
1984-11-14,"S1S",2.84,6.4,3.81,3.81,3.35,4.57,3.66,1.83,2.44,8.84,11.89
1984-11-14,"S2E",2.29,7.16,3.35,3.66,2.59,2.29,2.59,2.59,NA,NA,NA
1984-11-14,"S2S",3.23,5.94,6.4,5.33,4.88,4.22,4.83,5.18,3.2,2.59,2.44
1984-11-15,"S3W",1.52,2.59,1.37,2.44,4.27,3.05,1.98,2.9,1.68,3.35,4.27
1984-11-15,"S4S",1.7,2.59,1.98,3.05,2.9,3.2,1.22,1.52,1.37,1.37,NA
1984-11-15,"S4W",4.52,4.88,5.64,4.27,8.23,3.2,3.51,3.51,NA,NA,NA
1984-11-15,"S5",1.73,2.74,3.2,3.35,3.2,2.29,1.98,3.96,NA,NA,NA
1985-05-08,"S1N",2.9,7.34,4.72,4.88,3.66,3.81,3.66,4.72,4.57,5.64,6.25
1985-05-09,"S1S",3.1,7.77,4.27,4.42,4.57,5.64,4.57,5.94,10.36,10.97,NA
1985-05-09,"S2E",3.51,9.14,3.81,4.11,3.96,3.35,3.2,3.2,NA,NA,NA
1985-05-09,"S2S",4.32,7.16,6.71,5.49,5.03,4.57,5.33,5.49,4.11,3.66,3.05
1985-05-09,"S3W",1.5,3.35,1.98,3.81,5.33,4.57,5.18,6.1,3.96,6.86,7.62
1985-05-08,"S4S",1.78,3.35,2.59,4.42,6.4,6.25,4.72,4.72,3.81,2.9,NA
1985-05-08,"S4W",4.78,7.01,6.55,5.03,5.33,4.72,4.88,4.88,NA,NA,NA
1985-05-08,"S5",2.21,3.2,3.96,3.81,3.81,2.9,3.35,4.72,NA,NA,NA
1985-09-18,"S1N",2.39,5.51,3.35,2.59,1.52,2.59,2.29,3.51,3.81,4.27,3.96
1985-09-18,"S1S",2.16,6.86,3.81,7.62,2.9,2.9,3.96,NA,4.42,2.59,10.36
1985-09-18,"S2E",1.65,3.35,2.44,3.05,2.44,2.59,2.44,2.44,NA,NA,NA
1985-09-18,"S2S",2.16,1.68,3.81,4.27,4.11,3.51,3.81,3.66,1.37,1.22,1.22
1985-09-18,"S3W",1.55,2.9,1.52,2.29,4.42,3.66,3.2,3.81,2.29,3.35,3.66
1985-09-19,"S4S",1.27,1.68,0.91,1.37,0.91,1.37,1.68,1.98,1.83,1.83,NA
1985-09-19,"S4W",3.05,3.35,4.88,3.2,3.51,3.51,3.66,3.66,NA,NA,NA
1985-09-19,"S5",2.82,2.74,1.98,3.05,2.44,1.83,2.44,2.74,NA,NA,NA
1985-09-18,"S6N",2.69,3.96,5.49,3.66,3.66,4.11,3.2,3.51,3.66,3.51,3.51
1985-09-18,"S6S",4.04,5.64,4.11,4.57,3.81,4.57,4.11,4.27,4.09,4.24,4.39
1985-11-06,"S1N",2.97,6.88,4.57,3.81,1.83,2.13,2.13,3.05,3.51,3.66,3.51
1985-11-06,"S1S",2.84,7.01,3.96,3.51,3.2,4.11,3.51,1.83,3.05,11.28,11.58
1985-11-06,"S2E",2.64,6.25,3.2,3.05,2.44,2.59,2.44,2.44,NA,NA,NA
1985-11-06,"S2S",3.76,5.64,6.25,5.33,4.72,3.96,4.42,4.27,1.68,1.37,1.37
1985-11-06,"S3W",2.03,2.74,1.37,2.29,4.42,3.96,3.35,3.81,2.29,3.96,4.11
1985-11-07,"S4S",1.96,2.74,2.13,3.35,2.74,2.13,1.68,2.13,1.68,1.83,NA
1985-11-07,"S4W",5.38,5.33,5.94,4.57,4.11,3.66,3.66,3.66,NA,NA,NA
1985-11-07,"S5",2.34,2.74,2.9,3.51,3.2,2.44,2.29,4.42,NA,NA,NA
1985-11-06,"S6N",3.28,4.27,5.49,3.66,3.51,3.81,3.2,3.51,3.35,3.35,3.51
1985-11-06,"S6S",2.92,5.49,3.81,4.42,5.49,4.57,4.11,3.96,3.94,4.09,NA
1986-05-15,"S1N",3.78,7.49,5.33,5.18,3.96,4.88,4.42,5.49,5.03,5.49,5.94
1986-05-15,"S1S",3.02,7.92,4.11,4.42,4.88,5.49,4.57,6.1,11.73,11.89,12.19
1986-05-15,"S2E",4.47,8.84,3.81,4.11,4.11,3.96,3.81,3.81,NA,NA,NA
1986-05-15,"S2S",3.86,6.55,7.01,5.79,5.18,4.72,5.18,5.49,4.42,3.81,3.35
1986-05-16,"S3W",2.57,3.2,2.13,3.81,5.03,4.72,4.72,5.94,3.66,7.16,7.62
1986-05-16,"S4S",2.16,3.35,2.59,4.27,5.49,5.79,4.72,4.72,3.96,3.05,NA
1986-05-16,"S4W",4.55,6.4,6.25,5.18,5.49,4.42,4.72,4.72,NA,NA,NA
1986-05-16,"S5",2.54,3.2,3.81,3.81,3.51,2.9,3.35,4.88,NA,NA,NA
1986-05-15,"S6N",4.39,5.18,5.49,3.96,3.66,4.42,3.96,3.81,3.81,3.81,3.66
1986-05-15,"S6S",3.86,5.79,4.42,5.79,5.18,4.72,4.42,4.42,4.09,4.39,NA
1986-09-18,"S1N",2.95,5.97,3.05,2.59,1.37,2.29,2.13,3.35,3.51,3.51,3.66
1986-09-18,"S1S",3.68,7.47,3.51,2.74,2.59,3.35,2.9,1.22,2.13,9.3,12.19
1986-09-18,"S2E",3.71,5.18,1.98,2.59,2.29,2.29,2.29,2.29,NA,NA,NA
1986-09-18,"S2S",4.01,4.11,3.51,3.96,3.51,3.05,3.35,3.2,1.07,0.91,0.61
1986-09-18,"S3W",2.57,5.03,2.29,2.29,4.27,3.35,3.81,3.51,2.59,4.42,4.72
1986-09-19,"S4S",2.13,3.35,2.44,3.51,2.59,3.2,2.13,2.44,1.98,1.98,NA
1986-09-19,"S4W",4.52,5.64,5.64,3.66,3.51,3.66,3.66,3.66,NA,NA,NA
1986-09-19,"S5",2.79,3.2,3.51,3.51,2.9,2.13,2.44,4.11,NA,NA,NA
1986-09-18,"S6N",3.25,4.42,5.18,3.66,3.35,3.96,3.66,3.81,3.81,3.51,3.66
1986-09-18,"S6S",2.84,5.79,4.27,5.49,5.33,4.72,4.11,4.27,3.78,4.24,NA
1986-11-20,"S1N",3,2.74,4.88,4.57,2.44,2.13,1.98,3.05,2.9,2.9,3.05
1986-11-20,"S1S",3.86,6.86,3.51,3.35,3.35,4.57,3.81,1.52,2.59,10.36,11.58
1986-11-20,"S2E",3.63,6.71,2.74,2.59,1.83,1.98,1.83,1.83,NA,NA,NA
1986-11-20,"S2S",4.29,5.64,5.94,4.88,4.27,3.81,4.27,4.72,2.59,2.59,1.22
1986-11-24,"S3W",2.24,4.88,1.68,2.13,4.42,3.66,4.11,3.2,2.29,4.27,6.25
1986-11-24,"S4S",2.16,2.9,2.13,3.51,3.35,4.88,3.51,2.44,1.98,1.83,NA
1986-11-24,"S4W",5.18,5.49,5.79,4.27,4.27,3.66,3.51,3.51,NA,NA,NA
1986-11-24,"S5",2.79,3.05,3.25,3.51,3.35,2.59,2.74,4.57,NA,NA,NA
1986-11-20,"S6N",2.95,4.27,5.18,3.35,3.2,3.51,3.2,3.2,3.2,3.2,3.35
1986-11-20,"S6S",4.11,5.49,3.81,5.18,4.88,4.42,3.96,3.96,3.78,3.94,NA
1987-05-07,"S1N",3.28,5.66,4.11,3.96,3.05,3.35,2.9,3.66,3.66,3.51,3.2
1987-05-07,"S1S",2.69,6.4,3.51,3.66,3.35,4.27,3.66,1.52,2.74,9.91,11.89
1987-05-07,"S2E",3.63,5.79,3.2,3.51,3.05,3.05,3.05,3.05,NA,NA,NA
1987-05-07,"S2S",3.28,5.79,5.94,5.33,4.72,4.11,4.72,5.03,2.9,2.59,2.29
1987-05-07,"S3W",1.98,3.35,1.55,2.13,4.42,3.51,3.81,3.2,2.29,4.42,5.94
1987-05-08,"S4S",1.96,1.52,1.68,2.74,3.05,4.57,3.35,2.74,2.29,1.98,NA
1987-05-08,"S4W",3.3,3.96,4.57,3.96,4.11,3.81,4.11,4.11,NA,NA,NA
1987-05-08,"S5",1.68,2.13,2.59,3.51,3.2,2.44,3.05,4.42,NA,NA,NA
1987-05-07,"S6N",1.96,3.05,4.88,3.51,3.2,3.66,3.51,3.2,3.05,3.35,3.2
1987-05-07,"S6S",3,4.88,3.81,4.27,4.88,4.42,3.81,3.96,3.63,3.78,NA
1987-09-24,"S1N",3.1,5.36,2.29,2.13,0.91,2.59,2.29,3.35,3.2,3.51,3.66
1987-09-24,"S1S",3.38,6.1,3.35,2.59,2.13,2.9,2.59,0.76,2.44,10.21,11.43
1987-09-23,"S2E",3.23,4.88,1.98,1.37,1.98,1.37,1.52,1.52,NA,NA,NA
1987-09-24,"S2S",3.07,3.05,3.51,3.51,3.05,2.74,3.05,2.74,0.61,1.22,1.22
1987-09-23,"S3W",1.98,3.66,2.13,2.59,4.11,3.05,3.81,3.51,2.59,4.42,4.72
1987-09-24,"S4S",2.16,2.44,0.91,1.22,1.37,2.13,1.52,1.68,1.37,1.22,NA
1987-09-24,"S4W",3.89,3.81,4.11,2.59,2.44,2.44,2.9,2.9,NA,NA,NA
1987-09-24,"S5",1.8,2.74,2.74,2.9,2.13,1.37,1.98,2.29,NA,NA,NA
1987-09-23,"S6N",4.04,4.57,4.88,3.51,3.2,3.51,3.2,3.51,3.2,3.2,3.2
1987-09-23,"S6S",2.87,5.33,3.96,5.33,4.72,4.27,3.66,3.96,3.63,3.94,NA
1987-11-18,"S1N",3.12,6.27,2.59,1.98,1.37,2.44,2.13,3.35,3.51,3.35,3.05
1987-11-18,"S1S",3.66,6.25,2.74,2.44,2.29,3.05,2.74,0.15,1.98,8.84,10.97
1987-11-18,"S2E",2.64,5.49,2.13,1.83,1.83,1.37,1.37,1.37,NA,NA,NA
1987-11-18,"S2S",2.54,3.35,3.66,3.35,3.05,2.59,2.9,2.74,0.91,1.22,1.22
1987-11-19,"S3W",2.9,3.05,1.52,1.52,3.51,3.05,3.81,3.35,2.13,3.96,5.03
1987-11-19,"S4S",2.26,2.9,1.37,1.68,1.22,1.98,1.37,1.52,0.46,0.46,NA
1987-11-19,"S4W",4.39,3.96,4.27,2.29,2.29,2.29,2.9,2.9,NA,NA,NA
1987-11-19,"S5",3.02,2.44,2.9,2.9,2.29,1.52,1.83,3.35,NA,NA,NA
1987-11-18,"S6N",4.42,4.11,4.57,2.9,2.9,3.2,2.74,2.9,3.05,2.9,2.74
1987-11-18,"S6S",2.31,5.18,3.81,4.72,4.42,3.96,3.35,3.2,3.17,3.17,NA
1988-08-05,"S1N",2.44,3.71,2.01,1.57,NA,1.75,1.55,3.05,2.82,2.67,2.46
1988-08-05,"S1S",2.01,3.48,1.02,2.21,1.14,1.57,1.78,0.38,0.94,4.17,10.36
1988-08-05,"S2E",1.85,4.09,1.37,1.19,1.96,1.37,1.7,1.7,NA,NA,NA
1988-08-05,"S2S",2.69,1.85,2.41,2.97,2.57,2.16,2.46,2.41,0.28,0.46,0.1
1988-08-05,"S3W",1.63,3.89,0.74,0.33,0.79,0.2,0.86,2.21,1.6,2.84,3.12
1988-08-05,"S4S",1.85,3.51,1.24,0.25,0.13,0.48,0.94,1.35,0.89,0.97,NA
1988-08-05,"S4W",4.29,3.68,3.58,2.16,1.98,1.73,2.24,2.24,NA,NA,NA
1988-08-05,"S5",2.74,3.23,1.93,1.45,1.12,0.53,1.27,0.56,NA,NA,NA
1988-08-05,"S6N",2.97,2.87,2.57,2.11,2.74,3.38,2.95,3.23,3.2,3.23,3
1988-08-05,"S6S",1.85,2.11,1.04,3.71,4.55,4.24,3.61,3.84,3.58,3.78,NA
1988-09-30,"S1N",2.97,6.45,3.94,3.99,2.64,3.68,2.69,4.01,3.63,4.98,5.21
1988-09-30,"S1S",3.1,6.27,3.61,3.43,3.35,4.72,4.09,4.65,10.64,10.9,11.76
1988-09-30,"S2E",3.51,7.37,3.56,2.51,2.39,1.32,1.83,1.83,NA,NA,NA
1988-09-30,"S2S",3.48,5.18,6.17,5,4.27,3.94,4.19,4.5,2.26,2.51,2.36
1988-09-30,"S3W",2.24,2.9,1.52,2.59,4.7,4.19,5.03,4.85,3.43,6.5,7.04
1988-09-30,"S4S",2.01,2.18,2.06,3.61,4.22,5.49,4.52,4.47,3.48,2.13,NA
1988-09-30,"S4W",3.56,5.99,5.87,4.72,4.42,4.42,4.34,4.34,NA,NA,NA
1988-09-30,"S5",2.16,2.74,3.33,3.76,3.43,2.84,2.82,4.22,NA,NA,NA
1988-09-30,"S6N",3.02,4.62,5,3.17,3,3.68,3.1,3.48,3.3,3.05,3.17
1988-09-30,"S6S",1.73,5.08,3.73,5.41,4.5,4.29,3.58,3.84,3.51,3.76,NA
1988-11-21,"S1N",4.32,6.98,4.55,4.22,3.05,2.92,2.18,3.53,3.38,3.94,3.96
1988-11-21,"S1S",4.01,7.09,4.19,4.11,3.05,4.14,3.25,1.63,5.03,11.25,12.24
1988-11-21,"S2E",4.22,7.85,4.39,3.28,2.67,1.96,2.06,2.06,NA,NA,NA
1988-11-21,"S2S",4.8,5.84,6.86,5.61,4.83,4.19,4.83,5.36,3.78,2.92,1.98
1988-11-21,"S3W",2.59,4.01,1.6,1.85,4.01,3.96,4.95,4.52,2.82,4.75,6.07
