"DATE","LOCATION","d.15","d.46","d.76","d.107","d.137","d.168","d.198","d.229","d.259","d.290","d.320"
1972-08-01,"S4S",1.3,1.83,2.13,3.05,3.96,5.18,4.57,4.42,3.05,3.05,NA
1972-09-05,"S4S",1.07,1.68,1.98,2.74,3.05,4.27,4.11,4.11,3.51,3.05,NA
1972-09-05,"S4W",3.23,3.66,5.64,4.27,4.27,4.11,4.11,4.11,NA,NA,NA
1972-09-05,"S5",0.97,1.37,2.13,3.35,3.2,2.74,2.9,4.57,NA,NA,NA
1972-09-07,"S1N",1.35,3.23,2.29,2.44,1.52,2.13,2.13,2.74,2.9,3.66,3.81
1972-09-07,"S1S",1.37,1.68,2.29,2.59,1.68,2.44,2.29,1.07,2.44,9.3,10.97
1972-09-07,"S2E",2.16,2.74,1.37,2.29,1.52,1.68,1.52,1.52,NA,NA,NA
1972-09-07,"S2W",2.57,2.9,1.37,3.2,2.74,2.9,3.51,3.35,3.35,2.74,1.83
1972-09-07,"S2S",2.64,1.98,2.59,4.11,3.51,3.05,3.66,3.51,1.83,1.07,1.22
1972-09-08,"S3W",1.78,2.44,1.07,1.37,3.35,3.66,4.42,3.96,2.74,4.57,5.18
1972-09-08,"S6",1.35,2.44,3.81,2.9,2.44,2.13,2.13,2.13,NA,NA,NA
1972-10-03,"S4S",1.52,3.35,2.74,3.2,3.05,4.42,4.11,3.2,3.51,3.05,NA
1972-10-03,"S4W",3.56,5.49,6.1,4.72,4.72,4.42,4.11,4.11,NA,NA,NA
1972-10-03,"S5",1.68,2.9,2.74,3.35,3.05,2.59,2.74,4.57,NA,NA,NA
1972-11-13,"S1N",2.49,6.58,4.72,3.35,1.52,1.83,1.98,2.59,2.74,3.35,3.2
1972-11-13,"S1S",2.57,5.79,3.96,2.13,1.37,1.98,1.98,0.91,2.13,8.69,10.97
1972-11-13,"S2E",2.51,5.03,2.29,2.29,1.68,1.68,1.37,1.37,NA,NA,NA
1972-11-13,"S2W",2.39,6.4,3.66,2.59,1.52,0.76,1.37,1.37,NA,NA,NA
1972-11-13,"S2S",3.1,5.49,5.33,4.57,3.2,3.05,3.35,3.35,1.52,1.07,1.22
1972-11-14,"S3W",1.52,2.29,1.83,2.13,4.57,3.66,4.42,3.81,2.29,4.27,5.64
1972-11-06,"S4S",1.91,4.27,2.9,3.05,3.35,4.57,4.11,3.66,3.25,2.9,NA
1972-11-06,"S4W",3.56,5.94,6.55,5.03,4.72,4.42,3.96,3.96,NA,NA,NA
1972-11-06,"S5",1.85,3.35,3.05,3.81,3.35,3.05,3.05,4.72,NA,NA,NA
1972-11-13,"S6",2.31,4.88,4.88,3.2,2.13,1.98,1.98,1.98,NA,NA,NA
1973-05-02,"S1N",3.07,7.49,4.88,3.81,1.83,1.52,1.68,2.44,2.59,3.05,2.74
1973-05-02,"S1S",2.84,7.47,4.42,4.72,3.81,3.96,2.29,0.91,1.98,8.84,11.13
1973-05-03,"S2E",3.23,8.53,3.81,3.96,3.66,3.81,2.13,2.13,NA,NA,NA
1973-05-03,"S2W",2.41,3.05,1.98,2.9,2.44,2.9,3.2,3.51,3.05,2.13,1.68
1973-05-03,"S2S",3.58,6.71,6.4,5.64,5.18,4.57,5.03,5.33,4.72,3.05,2.9
1973-05-04,"S3W",1.5,2.44,2.29,3.05,5.18,3.96,4.57,3.96,2.29,5.49,6.71
1973-05-04,"S4S",1.4,2.74,2.44,3.51,3.66,4.88,3.81,3.96,3.35,3.05,NA
1973-05-04,"S4W",4.27,6.86,6.4,5.03,5.18,4.57,4.57,4.57,NA,NA,NA
1973-05-04,"S5",1.6,2.9,3.35,3.96,3.51,3.05,3.35,4.72,NA,NA,NA
1973-05-03,"S6",2.26,5.49,5.03,3.81,2.74,2.13,1.98,1.98,NA,NA,NA
1973-09-10,"S1N",1.24,4.9,3.05,2.74,1.68,1.98,1.98,2.44,2.59,2.74,2.59
1973-09-10,"S1S",1.6,2.74,2.59,1.98,1.22,1.68,1.83,0.76,1.37,8.69,11.28
1973-09-10,"S2E",2.08,2.13,1.68,2.59,1.83,1.83,1.68,1.68,NA,NA,NA
1973-09-12,"S2W",2.46,2.9,2.13,3.2,2.59,2.9,3.35,3.51,3.2,2.29,1.98
1973-09-12,"S2S",1.17,2.9,3.66,4.42,3.66,3.2,3.81,3.51,1.83,1.07,1.37
1973-09-13,"S3W",1.09,1.83,1.68,2.29,4.42,3.51,3.81,3.51,2.13,4.27,5.79
1973-09-12,"S4S",1.6,2.13,2.29,3.05,3.2,4.72,4.42,4.11,3.51,3.2,NA
1973-09-12,"S4W",5.23,4.88,6.25,4.88,4.72,4.57,4.27,4.27,NA,NA,NA
1973-09-12,"S5",1.22,2.44,2.44,3.51,3.2,2.74,3.05,4.57,NA,NA,NA
1973-09-13,"S6",0.84,2.13,4.11,2.44,1.98,1.83,1.83,1.83,NA,NA,NA
1973-11-14,"S1N",2.97,6.58,4.57,4.42,3.2,2.13,2.29,2.59,2.59,2.9,2.59
1973-11-15,"S1S",3,6.4,3.96,3.66,2.44,2.9,2.13,0.91,3.2,10.21,11.58
1973-11-13,"S2E",3.15,6.71,3.66,3.96,3.05,3.05,1.98,1.98,NA,NA,NA
1973-11-13,"S2W",2.84,3.51,1.68,3.05,2.13,2.9,3.35,3.35,3.05,2.44,2.13
1973-11-13,"S2S",3.2,5.79,5.64,5.33,4.57,4.42,4.72,4.88,3.35,2.29,2.13
1973-11-15,"S3W",1.42,2.29,1.22,1.52,4.27,4.11,4.27,3.66,2.44,5.33,6.4
1973-11-14,"S4S",1.83,2.9,1.98,2.59,3.05,4.27,4.11,3.96,3.51,3.05,NA
1973-11-14,"S4W",5.54,5.49,6.25,4.88,4.42,4.27,4.11,4.11,NA,NA,NA
1973-11-14,"S5",2.11,2.74,2.44,3.51,3.35,2.74,3.2,4.57,NA,NA,NA
1974-05-06,"S1N",3.17,7.95,4.57,4.57,3.96,4.27,3.2,2.9,3.05,4.57,3.81
1974-05-06,"S1S",2.82,7.92,4.42,5.49,5.64,6.25,4.72,5.33,10.82,10.67,11.58
1974-05-06,"S2W",2.87,4.11,2.13,3.05,2.74,2.9,3.66,3.66,3.2,2.59,2.59
1974-05-06,"S2E",4.42,8.99,3.51,3.96,3.51,3.81,2.59,2.59,NA,NA,NA
1974-05-06,"S2S",4.85,7.77,6.25,5.64,5.03,4.57,5.18,5.33,4.72,3.81,3.66
1974-05-06,"S3W",1.73,2.59,2.44,4.27,5.49,4.72,4.88,5.03,3.35,7.16,7.62
1974-05-08,"S4S",1.47,2.9,2.59,3.96,6.1,5.94,4.72,4.57,3.96,3.2,NA
1974-05-08,"S4W",5.16,7.77,6.25,5.18,5.33,4.72,4.57,4.57,NA,NA,NA
1974-05-08,"S5",1.83,1.22,1.52,3.51,3.35,3.81,4.42,4.42,NA,NA,NA
1974-09-19,"S1N",0.86,2.77,2.44,2.29,1.37,2.13,2.29,2.9,2.74,3.35,3.35
1974-09-19,"S1S",0.89,1.37,2.13,1.52,0.91,1.07,1.37,0.3,0.76,6.4,NA
1974-09-19,"S2E",0.56,0.3,1.07,1.98,1.52,1.37,1.22,1.22,NA,NA,NA
1974-09-19,"S2S",0.41,0.46,2.31,3.66,3.05,2.74,3.2,3.05,1.37,0.61,0.3
1974-09-19,"S3W",1.22,1.83,1.52,1.52,3.05,2.44,3.35,3.05,2.44,3.91,3.05
1974-09-13,"S4S",2.31,3.51,1.52,1.07,1.52,3.05,3.66,3.66,3.35,3.05,NA
1974-09-13,"S4W",3.58,2.44,4.57,3.35,3.66,3.96,3.66,3.66,NA,NA,NA
1974-09-13,"S5",1.24,1.68,0.46,1.52,1.83,1.83,2.13,2.74,NA,NA,NA
1974-11-21,"S1N",3.05,6.73,4.27,3.2,0.15,1.52,1.98,2.44,2.59,3.05,2.9
1974-11-21,"S1S",2.97,6.25,3.96,3.66,1.22,1.07,1.37,0.46,0.91,7.47,NA
1974-11-21,"S2E",2.84,5.94,3.35,3.05,2.13,3.05,1.52,1.52,NA,NA,NA
1974-11-21,"S2S",3.25,5.94,5.64,5.18,3.81,3.2,3.66,3.66,1.52,0.61,0.46
1974-11-21,"S3W",1.57,2.29,1.68,2.29,4.57,3.05,3.35,3.2,1.98,3.2,3.05
1974-11-22,"S4S",1.6,3.2,2.29,3.05,3.51,4.72,3.81,3.51,3.51,3.2,NA
1974-11-22,"S4W",4.27,5.49,5.79,4.27,4.42,4.11,3.81,3.81,NA,NA,NA
1974-11-22,"S5",1.73,2.9,2.74,3.35,2.29,2.13,1.98,3.81,NA,NA,NA
1975-05-07,"S1N",2.69,7.04,4.72,4.72,4.11,4.72,4.57,5.03,5.33,6.4,6.55
1975-05-07,"S1S",2.72,6.86,4.27,4.88,5.33,6.25,6.71,6.1,10.67,10.52,10.82
1975-05-07,"S2E",4.93,8.84,3.96,4.11,3.96,4.11,3.05,3.05,NA,NA,NA
1975-05-07,"S2S",2.59,6.4,6.4,5.79,4.72,4.57,4.72,5.33,4.72,3.66,3.51
1975-05-07,"S3W",2.06,3.35,3.81,4.72,6.1,5.03,5.64,6.25,5.03,7.77,8.08
1975-05-08,"S4S",1.47,3.05,2.9,5.79,8.08,5.94,4.72,4.42,4.72,3.2,NA
1975-05-08,"S4W",4.7,7.47,6.55,5.18,5.33,4.57,4.88,4.88,NA,NA,NA
1975-05-08,"S5",1.63,3.35,3.51,3.96,3.81,2.9,3.2,4.72,NA,NA,NA
1975-09-18,"S1N",1.14,3.99,2.44,2.13,1.07,2.13,2.13,2.59,2.74,3.66,3.66
1975-09-18,"S1S",1.68,2.59,2.44,1.83,0.91,1.22,1.68,0.46,0.91,6.55,12.04
1975-09-18,"S2E",0.79,1.22,1.22,1.98,1.68,1.52,1.22,1.22,NA,NA,NA
1975-09-18,"S2S",1.07,1.22,2.59,3.81,3.2,2.59,3.51,3.2,1.52,0.76,0.3
1975-09-18,"S3W",1.65,3.35,1.68,1.52,2.9,2.74,3.66,3.35,2.44,4.27,3.51
1975-09-19,"S4S",1.65,5.03,2.9,1.98,1.52,3.2,3.66,3.96,4.27,3.2,NA
1975-09-19,"S4W",3.76,4.88,4.88,3.05,3.66,3.81,3.66,3.66,NA,NA,NA
1975-09-19,"S5",1.83,3.81,2.29,2.13,2.13,1.83,2.13,2.9,NA,NA,NA
1975-11-10,"S1N",2.11,6.12,4.27,2.9,1.22,1.83,2.13,2.59,2.74,3.35,3.05
1975-11-10,"S1S",2.31,5.79,3.2,1.68,0.91,1.07,1.52,0.76,1.22,6.86,12.04
1975-11-10,"S2E",2.57,4.72,2.13,1.98,1.52,1.22,1.22,1.22,NA,NA,NA
1975-11-10,"S2S",2.01,4.57,3.81,3.81,3.05,2.74,3.35,3.05,1.68,0.76,0.46
1975-11-10,"S3W",1.17,2.13,1.68,2.13,4.11,2.9,3.66,3.05,2.13,3.81,3.51
1975-11-12,"S4S",1.45,2.9,2.44,3.2,3.2,4.42,3.66,3.35,3.2,3.05,NA
1975-11-12,"S4W",4.32,4.88,5.64,3.96,4.11,3.66,3.35,3.35,NA,NA,NA
1975-11-12,"S5",1.42,2.59,2.44,3.2,2.29,2.13,1.98,3.81,NA,NA,NA
1976-05-13,"S1N",2.34,6.27,4.57,4.57,3.81,3.35,3.2,3.66,3.96,4.57,4.11
1976-05-13,"S1S",2.77,6.1,3.96,3.81,3.05,4.57,3.51,2.44,7.92,10.52,11.73
1976-05-13,"S2E",3.38,6.55,3.66,3.96,3.66,3.96,3.66,3.66,NA,NA,NA
1976-05-13,"S2S",2.92,5.64,5.18,5.49,4.88,4.27,4.88,5.33,3.81,2.44,2.29
1976-05-13,"S3W",1.19,1.98,1.52,2.59,4.88,4.42,4.88,4.57,3.05,6.4,6.55
1976-05-13,"S4S",1.02,2.13,1.98,2.74,3.35,4.88,4.27,3.96,3.51,3.05,NA
1976-05-13,"S4W",4.17,5.18,5.94,4.88,4.57,4.42,4.42,4.42,NA,NA,NA
1976-05-13,"S5",1.6,2.59,2.59,3.51,3.35,2.9,2.9,4.72,NA,NA,NA
1976-07-08,"S1N",2.46,3.99,2.59,2.74,1.68,2.59,2.59,3.05,3.2,3.66,3.66
1976-07-08,"S1S",2.57,3.05,2.29,2.59,1.68,2.59,2.29,1.07,1.52,8.38,12.34
1976-07-08,"S2E",2.77,1.98,1.52,2.29,1.83,2.13,1.98,1.98,NA,NA,NA
1976-07-08,"S2S",2.46,2.44,3.2,4.27,3.66,3.2,3.66,3.66,1.83,1.07,1.37
1976-07-08,"S3W",2.24,2.59,1.83,2.44,4.42,3.66,4.11,3.81,2.59,4.88,4.42
1976-07-09,"S4S",2.06,3.51,1.98,2.9,2.9,3.96,3.81,3.81,3.51,3.2,NA
1976-07-09,"S4W",4.29,5.03,5.64,4.42,4.57,4.27,3.96,3.96,NA,NA,NA
1976-07-09,"S5",1.85,2.44,2.29,3.35,3.35,2.44,2.59,4.11,NA,NA,NA
1976-09-16,"S1N",0.38,0.94,1.52,1.52,0.61,1.37,1.68,1.98,1.98,2.13,1.83
1976-09-16,"S1S",0.28,0.15,0.61,1.22,0.46,0.61,0.76,NA,0.15,0.76,7.16
1976-09-16,"S2E",0.38,NA,0.15,1.37,1.22,1.07,0.91,0.91,NA,NA,NA
1976-09-16,"S2S",0.38,NA,0.76,2.9,2.44,2.13,2.74,2.59,1.22,0.3,0.15
1976-09-16,"S3W",0.76,NA,NA,0.15,NA,0.15,1.07,1.98,1.68,2.59,2.29
1976-09-15,"S4S",0.15,0.3,NA,NA,0.46,1.98,3.51,3.05,2.9,2.59,NA
1976-09-15,"S4W",1.32,NA,2.74,2.44,2.44,2.59,3.05,3.05,NA,NA,NA
1976-09-15,"S5",0.76,0.3,0.15,0.46,1.07,0.76,1.37,1.07,NA,NA,NA
1976-11-18,"S1N",0.28,0.79,1.52,1.83,0.76,1.22,1.52,1.98,1.98,2.44,1.83
1976-11-18,"S1S",0.28,NA,0.76,1.07,0.3,0.46,0.76,NA,0.3,0.76,7.16
1976-11-18,"S2E",0.15,NA,0.15,1.68,1.07,0.91,1.07,1.07,NA,NA,NA
1976-11-18,"S2S",0.13,NA,1.07,2.74,2.44,2.13,2.74,2.74,1.22,0.3,NA
1976-11-18,"S3W",0.15,NA,NA,NA,NA,NA,0.91,1.22,1.37,1.98,2.13
1976-11-19,"S4S",0.13,NA,NA,NA,0.3,1.52,2.74,2.9,3.05,2.59,NA
1976-11-19,"S4W",0.33,NA,2.74,2.44,2.29,2.29,2.74,2.74,NA,NA,NA
1976-11-19,"S5",0.2,NA,0.15,0.15,0.91,0.61,1.37,1.07,NA,NA,NA
1977-03-07,"S1N",0.1,1.4,1.52,1.52,0.61,0.91,1.22,1.98,1.98,2.29,1.83
1977-03-07,"S1S",0.41,0.61,0.61,1.07,0.15,0.46,0.76,NA,0.3,1.07,6.25
1977-03-07,"S2E",0.74,1.07,0.15,1.32,1.22,1.07,0.76,0.76,NA,NA,NA
1977-03-07,"S2S",0.38,0.46,0.91,3.05,2.44,2.44,2.74,2.74,1.22,0.3,NA
1977-03-07,"S3W",0.1,0.3,NA,NA,NA,NA,0.76,0.76,1.07,1.98,2.13
1977-03-08,"S4S",0.33,1.07,0.15,NA,0.3,1.52,2.44,2.9,3.05,2.59,NA
1977-03-08,"S4W",0.91,NA,2.9,2.59,2.44,2.59,2.9,2.9,NA,NA,NA
1977-03-08,"S5",0.28,2.29,0.15,0.3,0.76,0.76,1.37,1.22,NA,NA,NA
1977-04-06,"S1N",2.69,7.04,4.11,3.2,0.61,1.07,1.22,1.98,1.98,2.29,1.83
1977-04-06,"S1S",3.1,6.55,3.96,3.05,0.61,0.46,0.91,NA,0.46,1.22,7.16
1977-04-06,"S2E",2.26,5.33,2.13,1.83,1.98,3.05,2.59,2.59,NA,NA,NA
1977-04-06,"S2S",3.89,5.79,5.18,5.33,4.42,3.81,4.57,4.88,2.44,0.3,NA
1977-04-06,"S3W",1.7,4.57,2.29,2.29,1.68,0.15,0.91,0.76,1.07,1.68,2.29
1977-04-07,"S4S",1.6,2.74,2.74,3.81,2.74,1.68,2.29,2.74,2.9,2.59,NA
1977-04-07,"S4W",2.59,4.72,5.64,3.81,3.81,3.05,3.05,3.05,NA,NA,NA
1977-04-07,"S5",1.65,3.05,2.74,2.9,1.37,1.37,1.52,2.29,NA,NA,NA
1977-05-09,"S1N",2.11,5.97,4.42,3.2,0.91,1.07,1.52,2.13,2.13,2.44,1.98
1977-05-09,"S1S",2.46,5.79,4.11,3.66,1.07,0.76,0.76,NA,0.46,1.37,7.62
1977-05-09,"S2E",1.96,5.79,3.35,3.81,3.66,4.27,2.9,2.9,NA,NA,NA
1977-05-09,"S2S",2.87,5.79,5.18,5.49,4.88,4.42,5.03,5.18,3.2,2.13,0.76
1977-05-09,"S3W",1.04,2.13,1.68,2.29,4.11,0.76,0.91,0.76,0.91,1.98,2.13
1977-05-09,"S4S",1.3,2.29,2.13,3.05,3.51,4.42,2.9,3.05,3.05,2.9,NA
1977-05-10,"S4W",3.71,4.57,5.79,4.27,3.96,3.51,3.35,3.35,NA,NA,NA
1977-05-10,"S5",1.12,2.44,2.44,3.51,2.74,2.29,2.13,4.11,NA,NA,NA
1977-06-01,"S1N",2.87,7.19,4.11,2.74,0.91,0.91,1.22,2.13,2.13,2.29,1.83
1977-06-01,"S1S",2.62,6.25,3.66,3.51,1.22,0.76,0.91,NA,0.3,1.07,7.32
1977-06-01,"S2E",3.63,8.38,3.66,4.11,3.81,4.42,3.66,3.66,NA,NA,NA
1977-06-01,"S2S",3.63,6.4,5.94,5.79,5.03,4.42,4.88,5.03,4.72,3.66,2.29
1977-06-01,"S3W",1.73,3.05,2.9,3.35,4.11,0.91,0.91,0.61,0.91,1.52,1.98
1977-06-01,"S4S",1.68,4.11,3.51,4.88,2.74,4.27,3.05,2.9,3.05,2.74,NA
1977-06-01,"S4W",4.44,7.47,6.55,4.57,4.88,4.11,3.66,3.66,NA,NA,NA
1977-06-01,"S5",2.01,3.51,3.66,3.66,3.05,2.44,1.98,4.11,NA,NA,NA
1977-07-06,"S1N",2.31,6.43,3.96,2.74,1.37,1.07,1.07,2.13,1.98,2.13,1.83
1977-07-06,"S1S",2.67,5.64,3.35,2.9,0.91,0.76,0.76,NA,0.3,1.07,7.92
1977-07-06,"S2E",2.87,7.62,3.81,4.11,3.81,4.42,3.51,3.51,NA,NA,NA
1977-07-06,"S2S",3.4,6.1,5.79,5.79,5.18,4.72,5.33,5.18,4.11,3.05,2.9
1977-07-06,"S3W",1.45,2.29,2.29,3.05,4.72,1.68,0.91,0.46,0.91,1.52,2.44
1977-07-07,"S4S",1.5,2.9,2.59,3.05,3.2,4.57,4.11,3.05,2.9,2.9,NA
1977-07-07,"S4W",3.99,5.18,6.25,4.72,4.72,4.42,4.11,4.11,NA,NA,NA
1977-07-07,"S5",1.55,2.59,2.59,3.51,3.2,2.44,2.13,4.27,NA,NA,NA
1977-08-08,"S1N",0.81,2.31,2.13,2.13,0.91,0.76,0.76,1.83,1.83,1.98,1.52
1977-08-08,"S1S",1.09,1.07,1.83,1.68,0.61,0.61,0.61,NA,0.15,0.76,7.32
1977-08-08,"S2E",2.49,5.33,2.9,3.66,3.2,3.66,3.2,3.2,NA,NA,NA
1977-08-08,"S2S",1.47,3.05,3.05,5.18,4.57,3.96,4.27,3.96,1.83,1.68,1.37
1977-08-08,"S3W",1.24,2.13,1.22,0.91,2.74,1.07,0.76,0.46,0.91,1.22,2.13
1977-08-09,"S4S",1.19,2.13,0.61,1.68,2.13,3.81,3.66,2.74,2.9,2.59,NA
1977-08-09,"S4W",2.31,2.44,4.72,3.66,4.11,3.81,3.66,3.66,NA,NA,NA
1977-08-09,"S5",1.27,1.83,0.91,1.83,2.29,1.98,2.13,2.74,NA,NA,NA
1977-09-08,"S1N",2.34,6.73,4.57,2.9,1.37,0.76,0.76,1.68,1.6,1.98,1.52
1977-09-08,"S1S",2.39,5.79,4.27,4.11,1.37,0.61,0.76,NA,0.15,0.76,6.86
1977-09-08,"S2E",2.95,8.23,3.66,3.96,3.66,4.11,3.35,3.35,NA,NA,NA
1977-09-08,"S2S",2.84,6.1,5.79,5.49,5.18,4.42,4.88,5.03,4.11,3.05,2.59
1977-09-08,"S3W",1.68,2.13,2.13,3.05,4.88,0.91,0.61,0.3,0.76,1.22,1.83
1977-09-09,"S4S",1.96,3.66,2.9,4.11,3.96,5.18,3.96,3.51,3.05,2.59,NA
1977-09-09,"S4W",4.04,6.1,6.25,4.57,5.03,4.57,4.42,4.42,NA,NA,NA
1977-09-09,"S5",1.6,3.05,3.35,3.51,2.74,2.13,1.98,3.51,NA,NA,NA
1977-11-17,"S1N",3.28,7.04,4.88,4.72,4.11,3.96,3.51,3.2,1.98,2.29,1.68
1977-11-17,"S1S",2.59,6.4,4.27,3.81,3.81,4.72,3.81,0.3,0.91,8.84,11.13
1977-11-17,"S2E",3.61,7.92,3.81,3.96,3.66,4.11,3.35,3.35,NA,NA,NA
1977-11-17,"S2S",3.15,6.4,5.79,5.64,5.03,4.72,5.18,5.49,4.42,2.9,2.74
1977-11-17,"S3W",1.78,2.29,1.98,2.59,4.88,3.35,1.52,0.91,0.91,4.11,6.25
1977-11-18,"S4S",2.21,3.66,2.74,4.11,4.11,5.33,4.72,3.96,3.35,2.74,NA
1977-11-18,"S4W",4.8,6.4,6.71,5.03,4.88,4.57,4.57,4.57,NA,NA,NA
1977-11-18,"S5",1.75,3.2,2.9,3.51,3.35,2.9,2.44,4.42,NA,NA,NA
1978-01-26,"S1N",6.07,5.66,4.11,4.57,3.51,3.2,2.9,3.35,3.35,3.2,2.59
1978-01-26,"S1S",6.63,7.77,3.2,3.2,2.74,3.66,2.9,0.91,2.44,9.6,10.82
1978-01-26,"S2E",6.48,6.25,2.59,2.9,2.74,2.9,2.44,2.44,NA,NA,NA
1978-01-26,"S2S",4.11,5.79,3.81,4.57,4.27,3.81,4.27,4.57,2.9,1.83,1.83
1978-01-26,"S3W",1.85,4.72,0.61,1.37,3.51,2.9,2.29,1.22,0.91,3.51,5.03
1978-01-31,"S4S",3.02,4.88,1.52,2.44,2.9,4.27,4.11,3.35,3.05,2.13,NA
1978-01-31,"S4W",4.88,5.49,5.49,4.42,4.11,3.96,3.96,3.96,NA,NA,NA
1978-01-31,"S5",3.66,4.11,1.83,3.05,3.35,2.29,2.44,2.13,NA,NA,NA
1978-05-04,"S1N",3.05,7.19,4.88,4.72,4.11,3.81,3.66,4.27,4.11,3.81,3.51
1978-05-04,"S1S",3.15,8.08,4.57,5.18,5.03,5.49,4.42,2.9,8.84,10.67,11.58
1978-05-04,"S2E",3.71,9.3,3.81,4.57,4.11,4.27,3.51,3.51,NA,NA,NA
1978-05-04,"S2S",3.25,8.08,6.25,5.79,5.33,5.03,5.49,5.79,4.42,3.2,2.9
1978-05-04,"S3W",1.93,2.74,2.44,1.37,5.49,4.57,3.51,2.9,1.68,6.4,7.32
1978-05-05,"S4S",1.85,2.29,2.44,3.35,4.88,5.64,4.88,4.42,3.51,3.05,NA
1978-05-05,"S4W",5.56,7.47,6.4,5.33,5.49,4.72,4.57,4.57,NA,NA,NA
1978-05-05,"S5",1.5,2.74,3.51,3.81,3.66,3.05,3.35,4.72,NA,NA,NA
1978-09-21,"S1N",2.95,7.04,4.57,3.81,2.9,2.59,2.29,3.05,3.2,3.35,3.2
1978-09-20,"S1S",2.82,6.86,4.42,4.42,3.05,3.81,2.9,2.29,8.38,10.82,11.43
1978-09-20,"S2E",3.58,8.38,3.96,4.11,3.66,3.51,2.9,2.9,NA,NA,NA
1978-09-20,"S2S",2.87,6.71,5.94,5.49,4.88,4.42,4.72,5.03,4.42,3.51,2.74
1978-09-20,"S3W",1.83,2.9,2.29,3.05,4.88,3.81,3.81,3.81,2.44,4.57,6.1
1978-09-21,"S4S",1.83,3.51,2.9,4.11,3.81,5.49,4.72,4.11,3.51,3.05,NA
1978-09-21,"S4W",5.49,6.71,6.71,5.18,5.33,4.72,4.57,4.57,NA,NA,NA
1978-09-21,"S5",1.65,3.2,3.51,3.81,3.66,2.9,3.66,4.88,NA,NA,NA
1978-11-16,"S1N",1.98,5.66,3.96,3.51,2.74,1.98,2.13,2.9,2.74,3.05,2.74
1978-11-16,"S1S",2.64,5.18,3.81,3.2,2.44,3.35,2.9,1.68,4.88,10.82,11.28
1978-11-16,"S2E",2.21,6.25,3.51,3.96,3.81,3.51,3.05,3.05,NA,NA,NA
1978-11-16,"S2S",3.4,5.03,4.27,5.18,4.72,4.27,4.57,4.72,2.44,1.98,1.98
1978-11-16,"S3W",1.24,1.98,1.07,1.37,3.66,3.51,3.66,3.66,2.13,4.27,5.18
1978-11-17,"S4S",1.6,2.29,1.68,2.59,2.59,4.27,4.27,3.81,3.35,3.05,NA
1978-11-17,"S4W",3.12,5.18,6.1,5.03,4.57,4.27,4.11,4.11,NA,NA,NA
1978-11-17,"S5",1.27,2.59,2.13,3.35,3.35,2.59,2.9,4.42,NA,NA,NA
1979-05-09,"S1N",2.79,7.19,4.57,4.57,3.81,3.81,3.35,4.42,5.03,5.03,5.79
1979-05-09,"S1S",3.1,7.16,4.27,4.42,3.81,5.18,4.11,5.64,10.21,10.97,11.13
1979-05-09,"S2E",3.99,8.53,3.81,4.27,3.96,4.11,3.51,3.51,NA,NA,NA
1979-05-08,"S2S",4.42,7.16,6.1,5.64,5.18,4.72,5.18,5.49,4.57,3.35,2.9
1979-05-09,"S3W",1.91,2.59,2.29,3.81,5.33,4.42,5.18,5.49,3.66,6.86,7.47
1979-05-08,"S4S",1.91,3.96,2.74,3.81,6.25,5.79,4.57,4.72,3.66,3.66,NA
1979-05-08,"S4W",6.25,7.92,6.55,5.18,5.33,4.72,4.57,4.57,NA,NA,NA
1979-05-08,"S5",2.08,3.35,3.35,3.81,3.66,2.9,3.51,4.88,NA,NA,NA
1979-09-17,"S1N",0.69,2.01,2.44,2.74,1.52,2.29,2.13,3.05,3.35,3.51,3.96
1979-09-17,"S1S",0.58,0.61,2.13,1.68,1.07,1.37,1.83,1.07,3.96,11.13,11.43
1979-09-17,"S2E",0.33,0.91,1.98,3.2,3.05,3.05,2.74,2.74,NA,NA,NA
1979-09-17,"S2S",0.64,0.3,2.29,4.57,3.81,3.35,3.81,3.35,1.37,0.91,0.76
1979-09-17,"S3W",0.48,1.22,0.76,1.07,3.05,3.2,3.66,3.96,2.59,4.42,4.11
1979-09-18,"S4S",0.58,NA,0.3,0.91,1.52,2.13,2.29,2.74,3.35,3.05,NA
1979-09-18,"S4W",1.6,0.76,4.57,3.35,3.81,3.96,3.66,3.66,NA,NA,NA
1979-09-18,"S5",0.43,0.61,0.3,1.83,2.13,1.98,2.59,2.59,NA,NA,NA
1979-11-07,"S1N",2.34,6.43,3.96,2.74,1.37,1.83,1.83,2.9,2.74,3.05,3.05
1979-11-07,"S1S",2.72,5.79,3.81,3.81,1.37,1.07,1.37,0.3,2.74,10.82,10.97
1979-11-07,"S2E",3.3,6.71,3.05,3.2,2.29,2.44,2.29,2.29,NA,NA,NA
1979-11-07,"S2S",3.35,6.1,5.49,4.88,4.57,3.81,4.42,4.57,3.2,1.37,0.46
1979-11-07,"S3W",1.52,2.13,1.98,2.9,4.11,2.13,3.05,3.2,1.98,3.81,3.51
1979-11-08,"S4S",1.47,2.9,2.44,3.81,2.59,1.68,2.13,2.74,2.9,2.9,NA
1979-11-08,"S4W",3.99,5.64,5.64,4.27,4.57,3.96,3.81,3.81,NA,NA,NA
1979-11-08,"S5",1.68,2.9,3.35,3.05,1.68,1.68,2.13,3.35,NA,NA,NA
1980-05-08,"S1N",2.69,6.12,4.11,4.42,3.66,3.35,3.2,3.96,3.66,3.66,3.51
1980-05-08,"S1S",2.24,6.1,4.11,3.81,3.51,4.42,3.81,2.74,9.75,12.04,NA
